,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,Corrected
53,53,6/7/2025,35:51.2,3,2,"Garayzar, Raul",814340,Right,ARI_WIL,"French, Carter",803542,Left,NOR_TAR,Undefined,2,Top,0,0,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,93.40468,-2.334206,-2.988421,2623.831939,232.829002,1:45,5.88578,2.16573,5.68451,-20.29174,11.75634,14.27481,2.01497,0.56732,86.22945,-6.09941,-0.438609,0.407448,83.62819,3.584891,6.220475,2349.137499,NA,NA,NA,58.75939,57.39471,6.604194,0.487047,-8.08729,6.85622,-1.92352,50,5.67627,6.45505,-135.5704,-6.25154,-15.19846,26.92326,-19.28911,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,79568a80-43bd-11f0-bf07-e94b9748e067,92.50852,2.72137,NA,7.17524,NA,NA,NA,2.68839,2.15641,-0.53463,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,35:51.2,2025-06-07T12:35:51.1791616-04:00,2025-06-07T16:35:51.1791616Z,GroundBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,30ad5ca3-4d40-486f-8f88-5078285059db,54.81593,-136.52346,13.46163,5.88548,-5.56872,-9.64455,-2.16154,6.99306,-7.59923,328.516543,2.69418,121.53478,-14.85293,NA,NA,NA,NA,NA,NA,2.17374,7.19207,-23.99956,NA,NA,NA,NA,NA,NA,-0.54063,13.42991,3.21729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
54,54,6/7/2025,38:56.7,4,1,"Hicks, Garrett",830248,Right,ARI_WIL,"Kepley, Kane",823807,Left,NOR_TAR,Undefined,2,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.15563,-0.780676,-3.223764,2172.393393,106.399398,9:30,5.66587,2.72526,5.39325,-37.41116,2.82354,-5.4189,1.81545,-0.7507,77.47579,-7.590737,-4.185538,0.456533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84961,1.99114,-2.43335,50,5.56973,7.09861,-122.02656,-3.00633,2.79165,23.78624,-29.16876,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,e7f6da80-43bd-11f0-bf07-e94b9748e067,82.5624,NA,NA,6.67984,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,38:56.7,2025-06-07T12:38:56.6811136-04:00,2025-06-07T16:38:56.6811136Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,539136f4-9808-4252-bb41-81198c9faae7,55.10515,-123.01767,11.89312,5.66968,-1.79094,-14.58438,-2.72671,6.98229,1.39582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
55,55,6/7/2025,39:13.9,4,2,"Hicks, Garrett",830248,Right,ARI_WIL,"Kepley, Kane",823807,Left,NOR_TAR,Undefined,2,Top,0,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Out,2,0,,77.93725,1.025616,-0.442694,2192.490059,35.519842,7:15,5.75485,2.33526,5.17497,-58.18535,-11.29587,-9.01508,1.87128,1.16744,72.35743,-9.449185,-2.043664,0.492844,89.62467,18.076256,-18.160627,2988.142694,101.84777,27.56795,-41.55739,275.24133,265.90517,-27.265609,3.091215,4.43146,-5.63583,-2.28676,50,5.8049,1.22579,-113.29824,-0.02644,5.79213,19.62348,-39.54032,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,f2393240-43bd-11f0-bf07-e94b9748e067,76.47951,30.23437,NA,5.57982,NA,NA,NA,1.60323,1.87399,-1.17009,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,39:13.9,2025-06-07T12:39:13.8897920-04:00,2025-06-07T16:39:13.8897920Z,LineDrive,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,948cbd75-3075-40b8-82d1-8b211e542820,55.32802,-114.21734,9.81174,5.76277,1.8255,-19.77016,-2.33782,0.9545,2.89607,126.170559,1.60285,118.75218,-21.74611,5.11697,-1.45002,0.49929,-0.15791,0.03037,-0.0024,1.87432,40.77333,-15.67427,0.51892,0.37512,-0.283,0.11136,-0.0218,0.00165,-1.17003,-38.95049,-3.49233,2.28889,-0.76146,0.17146,-0.02654,0.00227,-7.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
56,56,6/7/2025,39:53.7,5,1,"Hicks, Garrett",830248,Right,ARI_WIL,"Van De Brake, Jackson",810708,Right,NOR_TAR,Undefined,2,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.88297,-3.508696,-3.620473,2289.20451,217.159233,1:15,5.87815,2.24144,5.62293,-16.86418,17.273,12.29875,1.18799,-0.11662,83.66598,-6.668908,-1.42934,0.420519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.20276,9.99902,-1.94076,50,5.56751,7.79344,-131.61726,-8.62988,-12.72865,25.98915,-14.50382,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,09f67780-43be-11f0-bf07-e94b9748e067,89.63321,NA,NA,7.21699,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,39:53.7,2025-06-07T12:39:53.7532416-04:00,2025-06-07T16:39:53.7532416Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,6929a66f-61f8-4dd6-8c75-9d53119a92e8,54.87612,-132.57661,12.99458,5.87618,-8.0945,-7.25191,-2.23711,8.26329,-6.36432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
57,57,6/7/2025,40:23.3,5,2,"Hicks, Garrett",830248,Right,ARI_WIL,"Van De Brake, Jackson",810708,Right,NOR_TAR,Undefined,2,Top,2,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,86.48555,-2.270196,-3.498244,2423.347182,145.414311,10:45,5.74996,2.35754,5.33363,-29.00187,8.7206,-5.32233,1.19814,-1.37214,80.69083,-7.531421,-4.441059,0.44205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86992,5.23114,-2.03743,50,5.52364,7.89614,-125.44333,-6.03534,3.02892,21.44133,-23.70068,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,1b8bf650-43be-11f0-bf07-e94b9748e067,85.26732,NA,NA,5.79473,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,40:23.3,2025-06-07T12:40:23.3134592-04:00,2025-06-07T16:40:23.3134592Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,ac32e925-c874-4f91-b83e-7bf4124b3724,55.16527,-126.32312,10.72066,5.75133,-5.06285,-11.85034,-2.35888,7.77186,1.51446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
58,58,6/7/2025,40:38.5,5,3,"Hicks, Garrett",830248,Right,ARI_WIL,"Van De Brake, Jackson",810708,Right,NOR_TAR,Undefined,2,Top,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.69989,-3.945408,-3.913321,2494.7979,212.089225,1:00,5.81629,2.09306,5.42702,-13.98686,20.13769,11.90725,0.94105,-0.58549,83.64602,-6.60304,-1.801579,0.420441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.1243,11.60666,-1.75436,50,5.45601,8.5259,-132.52811,-9.59047,-12.65425,28.66371,-11.55813,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,24904fd0-43be-11f0-bf07-e94b9748e067,89.64984,NA,NA,8.05387,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,40:38.5,2025-06-07T12:40:38.5012224-04:00,2025-06-07T16:40:38.5012224Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,08601578-073a-4761-ba34-a3ab026b5aaa,55.07088,-133.62037,14.33185,5.81307,-9.15003,-5.77907,-2.08843,9.0081,-6.32712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
59,59,6/7/2025,40:58.2,5,4,"Hicks, Garrett",830248,Right,ARI_WIL,"Van De Brake, Jackson",810708,Right,NOR_TAR,Undefined,2,Top,2,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.82529,-2.769786,-3.362559,2349.209313,194.875835,12:30,5.89,2.17611,5.42054,-13.32627,20.80332,5.21016,2.17856,-0.543,83.25146,-5.326132,-2.438305,0.420472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.61862,11.62662,-1.88107,50,5.63479,7.56173,-132.82452,-6.82271,-6.41856,30.34076,-11.55125,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,3069c250-43be-11f0-bf07-e94b9748e067,89.64322,NA,NA,8.57383,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,40:58.2,2025-06-07T12:40:58.2464512-04:00,2025-06-07T16:40:58.2464512Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,bf39a397-0bf9-4eae-8767-3f2d7b34ab1c,55.07483,-133.97873,15.17038,5.88598,-6.38328,-5.77562,-2.17337,7.80591,-3.20928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
60,60,6/7/2025,41:13.9,5,5,"Hicks, Garrett",830248,Right,ARI_WIL,"Van De Brake, Jackson",810708,Right,NOR_TAR,Undefined,2,Top,2,3,1,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,87.44292,-2.88338,-3.867516,2216.371813,159.719028,11:15,5.64993,2.3852,5.55922,-30.27462,6.90087,-2.12276,0.42477,-1.41049,80.53664,-8.408379,-4.245133,0.438833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01161,4.6476,-2.0494,50,5.38037,8.64683,-126.56117,-7.46744,0.01885,25.5174,-24.62609,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,39beacd0-43be-11f0-bf07-e94b9748e067,85.89235,NA,NA,6.90628,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,41:13.9,2025-06-07T12:41:13.9332608-04:00,2025-06-07T16:41:13.9332608Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,8476ff7a-8f62-4cf0-b3d8-b38251d9782b,54.93787,-127.55286,12.7587,5.65199,-6.51038,-12.31305,-2.38543,8.6461,0.00942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
61,61,6/7/2025,41:51.3,6,1,"Hicks, Garrett",830248,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,2,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.65513,3.056823,-1.276693,2212.237833,55.601378,7:45,5.7987,2.48862,5.04068,-51.52396,-4.66181,-8.9876,4.39205,0.53512,71.76575,-6.282872,-2.862811,0.4927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05618,-2.67232,-2.35941,50,6.04953,2.91788,-113.95377,4.20957,5.31785,21.51443,-35.67759,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,4ff66380-43be-11f0-bf07-e94b9748e067,76.50182,NA,NA,6.88938,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,41:51.3,2025-06-07T12:41:51.2910336-04:00,2025-06-07T16:41:51.2910336Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,2f17c73a-e9be-4812-8478-ffee045e6de4,55.45731,-114.97949,10.75721,5.80829,5.91053,-17.83879,-2.49248,2.66434,2.65893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
62,62,6/7/2025,42:54.7,6,2,"Hicks, Garrett",830248,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,2,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.55693,-4.313612,-2.84335,2283.131626,202.381662,12:45,5.85686,2.45615,5.55964,-13.46461,20.5345,7.99004,0.69217,0.46338,83.65648,-6.876678,-1.420542,0.419667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88067,11.9817,-2.21609,50,5.47494,6.22681,-132.44523,-10.40326,-8.65968,28.58584,-10.91525,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,75beef60-43be-11f0-bf07-e94b9748e067,89.81502,NA,NA,7.90045,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,42:54.7,2025-06-07T12:42:54.6909696-04:00,2025-06-07T16:42:54.6909696Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,95060526-8c44-4432-9d24-764d9baeb4d2,54.93881,-133.50692,14.29292,5.85379,-9.99786,-5.45762,-2.45333,6.54843,-4.32984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
63,63,6/7/2025,43:17.3,6,3,"Hicks, Garrett",830248,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,2,Top,2,2,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.48156,-3.534394,-3.948981,2388.195723,223.543201,1:30,5.87023,2.40472,5.5032,-14.15139,20.3193,18.11391,1.37335,0.21509,82.63105,-6.251993,-0.730528,0.422568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.35111,11.70138,-2.07203,50,5.5515,8.29243,-132.15781,-8.59324,-18.10821,31.01668,-11.70368,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,834d64e0-43be-11f0-bf07-e94b9748e067,89.19856,NA,NA,8.8505,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,43:17.3,2025-06-07T12:43:17.3232128-04:00,2025-06-07T16:43:17.3232128Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,ccb1e8ff-7688-48c6-9b9e-8738c40cce7e,54.99341,-133.32458,15.50834,5.86647,-8.15298,-5.85184,-2.39678,8.97362,-9.0541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
64,64,6/7/2025,43:35.0,6,4,"Hicks, Garrett",830248,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,2,Top,2,2,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.819,-1.219732,-2.193418,2245.685238,152.927467,11:00,5.70767,2.55584,5.68399,-32.80915,5.28721,-2.11965,1.83567,0.33374,79.13235,-7.241082,-2.572352,0.444235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50114,3.33358,-2.36978,50,5.58418,4.85881,-124.62265,-3.78656,0.79108,24.16705,-26.91183,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,8dcbb430-43be-11f0-bf07-e94b9748e067,84.84789,NA,NA,6.68665,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,43:35.0,2025-06-07T12:43:35.0094848-04:00,2025-06-07T16:43:35.0094848Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,8bb21699-b83c-4946-bc1a-1de964d5c89a,54.81515,-125.55294,12.08353,5.71,-2.75061,-13.45592,-2.55623,4.82836,0.39554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
65,65,6/7/2025,44:03.7,6,5,"Hicks, Garrett",830248,Right,ARI_WIL,"Stevenson, Luke",806233,Left,NOR_TAR,Undefined,2,Top,2,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.34319,-2.449642,-4.12453,2100.51482,219.276858,1:15,5.75559,2.29018,5.36471,-16.96599,15.82784,12.0939,2.03746,-0.57611,85.44803,-5.623366,-1.98271,0.412162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.20583,8.92745,-1.9285,50,5.52338,9.18101,-135.11397,-6.38582,-13.36439,28.53274,-15.61661,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,9ee26610-43be-11f0-bf07-e94b9748e067,91.45061,NA,NA,7.89516,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,44:03.7,2025-06-07T12:44:03.7100000-04:00,2025-06-07T16:44:03.7100000Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,7065be1b-552a-4875-a29f-d5981fedcf1c,55.13359,-136.19374,14.26637,5.75386,-5.79484,-7.8083,-2.28551,9.68676,-6.68219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.52937,NA,NA,NA,NA,NA,NA,0.00592,5.92032,5.93122,NA,NA,NA,0.14545,81.01297,-6.91627,6.00028,15.72838,-13.86784,5.8947,-16.94816,1.69713,High,High,High,,,High,Medium,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
